user,month,income,expenses,week,weekly_value,category,category_value,ai_insight
7,2025-10,43804,25162,W3,5986,,,Travel spending is stable.
7,2025-10,43804,25162,W4,4080,,,Travel spending is stable.
7,2025-10,43804,25162,,,Food,6016,Travel spending is stable.
7,2025-10,43804,25162,,,Travel,1417,Travel spending is stable.
7,2025-10,43804,25162,,,Bills,3487,Travel spending is stable.
7,2025-10,43804,25162,,,Shopping,5426,Travel spending is stable.
7,2025-10,43804,25162,,,Entertainment,5192,Travel spending is stable.
7,2025-10,43804,25162,,,Misc,6070,Travel spending is stable.
7,2025-11,49032,22802,W1,4692,,,Good job! Your spending is controlled.
7,2025-11,49032,22802,W2,4368,,,Good job! Your spending is controlled.
7,2025-11,49032,22802,W3,4750,,,Good job! Your spending is controlled.
7,2025-11,49032,22802,W4,4704,,,Good job! Your spending is controlled.
7,2025-11,49032,22802,,,Food,1930,Good job! Your spending is controlled.
7,2025-11,49032,22802,,,Travel,7786,Good job! Your spending is controlled.
7,2025-11,49032,22802,,,Bills,7159,Good job! Your spending is controlled.
7,2025-11,49032,22802,,,Shopping,6513,Good job! Your spending is controlled.
7,2025-11,49032,22802,,,Entertainment,5134,Good job! Your spending is controlled.
7,2025-11,49032,22802,,,Misc,4726,Good job! Your spending is controlled.
8,2025-06,45716,24112,W1,4624,,,You're overspending on Food this month.
8,2025-06,45716,24112,W2,4281,,,You're overspending on Food this month.
8,2025-06,45716,24112,W3,6140,,,You're overspending on Food this month.
8,2025-06,45716,24112,W4,4320,,,You're overspending on Food this month.
8,2025-06,45716,24112,,,Food,7584,You're overspending on Food this month.
8,2025-06,45716,24112,,,Travel,3910,You're overspending on Food this month.
8,2025-06,45716,24112,,,Bills,1224,You're overspending on Food this month.
8,2025-06,45716,24112,,,Shopping,5313,You're overspending on Food this month.
8,2025-06,45716,24112,,,Entertainment,6633,You're overspending on Food this month.
8,2025-06,45716,24112,,,Misc,5221,You're overspending on Food this month.
8,2025-07,51880,22693,W1,6532,,,Travel costs increased by 12% this month.
8,2025-07,51880,22693,W2,5356,,,Travel costs increased by 12% this month.
8,2025-07,51880,22693,W3,6474,,,Travel costs increased by 12% this month.
8,2025-07,51880,22693,W4,4200,,,Travel costs increased by 12% this month.
8,2025-07,51880,22693,,,Food,6816,Travel costs increased by 12% this month.
8,2025-07,51880,22693,,,Travel,2051,Travel costs increased by 12% this month.
8,2025-07,51880,22693,,,Bills,6976,Travel costs increased by 12% this month.
8,2025-07,51880,22693,,,Shopping,2371,Travel costs increased by 12% this month.
8,2025-07,51880,22693,,,Entertainment,7926,Travel costs increased by 12% this month.
8,2025-07,51880,22693,,,Misc,5612,Travel costs increased by 12% this month.
8,2025-08,43885,24544,W1,4515,,,Bills are unusually high this month.
8,2025-08,43885,24544,W2,4248,,,Bills are unusually high this month.
8,2025-08,43885,24544,W3,6442,,,Bills are unusually high this month.
8,2025-08,43885,24544,W4,5560,,,Bills are unusually high this month.
8,2025-08,43885,24544,,,Food,6467,Bills are unusually high this month.
8,2025-08,43885,24544,,,Travel,2737,Bills are unusually high this month.
8,2025-08,43885,24544,,,Bills,3056,Bills are unusually high this month.
8,2025-08,43885,24544,,,Shopping,1321,Bills are unusually high this month.
8,2025-08,43885,24544,,,Entertainment,2166,Bills are unusually high this month.
8,2025-08,43885,24544,,,Misc,6996,Bills are unusually high this month.
8,2025-09,42787,22341,W1,6378,,,Entertainment spending increased 18%.
8,2025-09,42787,22341,W2,5669,,,Entertainment spending increased 18%.
8,2025-09,42787,22341,W3,4814,,,Entertainment spending increased 18%.
8,2025-09,42787,22341,W4,5176,,,Entertainment spending increased 18%.
8,2025-09,42787,22341,,,Food,1753,Entertainment spending increased 18%.
8,2025-09,42787,22341,,,Travel,1815,Entertainment spending increased 18%.
8,2025-09,42787,22341,,,Bills,5682,Entertainment spending increased 18%.
8,2025-09,42787,22341,,,Shopping,3188,Entertainment spending increased 18%.
8,2025-09,42787,22341,,,Entertainment,4001,Entertainment spending increased 18%.
8,2025-09,42787,22341,,,Misc,5367,Entertainment spending increased 18%.
8,2025-10,50758,24560,W1,6212,,,Travel spending is stable.
8,2025-10,50758,24560,W2,4843,,,Travel spending is stable.
8,2025-10,50758,24560,W3,5923,,,Travel spending is stable.
8,2025-10,50758,24560,W4,5449,,,Travel spending is stable.
8,2025-10,50758,24560,,,Food,3361,Travel spending is stable.
8,2025-10,50758,24560,,,Travel,3538,Travel spending is stable.
8,2025-10,50758,24560,,,Bills,5495,Travel spending is stable.
8,2025-10,50758,24560,,,Shopping,1620,Travel spending is stable.
8,2025-10,50758,24560,,,Entertainment,5737,Travel spending is stable.
8,2025-10,50758,24560,,,Misc,6380,Travel spending is stable.
8,2025-11,48837,22709,W1,4639,,,Good job! Your spending is controlled.
8,2025-11,48837,22709,W2,6831,,,Good job! Your spending is controlled.
8,2025-11,48837,22709,W3,5927,,,Good job! Your spending is controlled.
8,2025-11,48837,22709,W4,4494,,,Good job! Your spending is controlled.
8,2025-11,48837,22709,,,Food,2892,Good job! Your spending is controlled.
8,2025-11,48837,22709,,,Travel,7972,Good job! Your spending is controlled.
8,2025-11,48837,22709,,,Bills,7247,Good job! Your spending is controlled.
8,2025-11,48837,22709,,,Shopping,1031,Good job! Your spending is controlled.
8,2025-11,48837,22709,,,Entertainment,7384,Good job! Your spending is controlled.
8,2025-11,48837,22709,,,Misc,2137,Good job! Your spending is controlled.
9,2025-06,50402,25935,W1,6852,,,You're overspending on Food this month.
9,2025-06,50402,25935,W2,6318,,,You're overspending on Food this month.
9,2025-06,50402,25935,W3,5212,,,You're overspending on Food this month.
9,2025-06,50402,25935,W4,4273,,,You're overspending on Food this month.
9,2025-06,50402,25935,,,Food,3767,You're overspending on Food this month.
9,2025-06,50402,25935,,,Travel,6231,You're overspending on Food this month.
9,2025-06,50402,25935,,,Bills,4271,You're overspending on Food this month.
9,2025-06,50402,25935,,,Shopping,2516,You're overspending on Food this month.
9,2025-06,50402,25935,,,Entertainment,2031,You're overspending on Food this month.
9,2025-06,50402,25935,,,Misc,1983,You're overspending on Food this month.
9,2025-07,46205,25514,W1,4819,,,Travel costs increased by 12% this month.
9,2025-07,46205,25514,W2,4561,,,Travel costs increased by 12% this month.
9,2025-07,46205,25514,W3,5973,,,Travel costs increased by 12% this month.
9,2025-07,46205,25514,W4,4748,,,Travel costs increased by 12% this month.
9,2025-07,46205,25514,,,Food,7128,Travel costs increased by 12% this month.
9,2025-07,46205,25514,,,Travel,3830,Travel costs increased by 12% this month.
9,2025-07,46205,25514,,,Bills,7845,Travel costs increased by 12% this month.
9,2025-07,46205,25514,,,Shopping,7529,Travel costs increased by 12% this month.
9,2025-07,46205,25514,,,Entertainment,6442,Travel costs increased by 12% this month.
9,2025-07,46205,25514,,,Misc,7732,Travel costs increased by 12% this month.
9,2025-08,49470,21167,W1,4769,,,Bills are unusually high this month.
9,2025-08,49470,21167,W2,6139,,,Bills are unusually high this month.
9,2025-08,49470,21167,W3,4250,,,Bills are unusually high this month.
9,2025-08,49470,21167,W4,4527,,,Bills are unusually high this month.
9,2025-08,49470,21167,,,Food,5318,Bills are unusually high this month.
9,2025-08,49470,21167,,,Travel,5060,Bills are unusually high this month.
9,2025-08,49470,21167,,,Bills,6055,Bills are unusually high this month.
9,2025-08,49470,21167,,,Shopping,1219,Bills are unusually high this month.
9,2025-08,49470,21167,,,Entertainment,7056,Bills are unusually high this month.
9,2025-08,49470,21167,,,Misc,1418,Bills are unusually high this month.
9,2025-09,49026,24669,W1,4127,,,Entertainment spending increased 18%.
9,2025-09,49026,24669,W2,6121,,,Entertainment spending increased 18%.
9,2025-09,49026,24669,W3,4861,,,Entertainment spending increased 18%.
9,2025-09,49026,24669,W4,5706,,,Entertainment spending increased 18%.
9,2025-09,49026,24669,,,Food,994,Entertainment spending increased 18%.
9,2025-09,49026,24669,,,Travel,6531,Entertainment spending increased 18%.
9,2025-09,49026,24669,,,Bills,1018,Entertainment spending increased 18%.
9,2025-09,49026,24669,,,Shopping,3303,Entertainment spending increased 18%.
9,2025-09,49026,24669,,,Entertainment,2605,Entertainment spending increased 18%.
9,2025-09,49026,24669,,,Misc,7793,Entertainment spending increased 18%.
9,2025-10,51589,25783,W1,5153,,,Travel spending is stable.
9,2025-10,51589,25783,W2,5285,,,Travel spending is stable.
9,2025-10,51589,25783,W3,4033,,,Travel spending is stable.
9,2025-10,51589,25783,W4,6073,,,Travel spending is stable.
9,2025-10,51589,25783,,,Food,3351,Travel spending is stable.
9,2025-10,51589,25783,,,Travel,5659,Travel spending is stable.
9,2025-10,51589,25783,,,Bills,1610,Travel spending is stable.
9,2025-10,51589,25783,,,Shopping,3812,Travel spending is stable.
9,2025-10,51589,25783,,,Entertainment,2131,Travel spending is stable.
9,2025-10,51589,25783,,,Misc,5609,Travel spending is stable.
9,2025-11,45018,21054,W1,6875,,,Good job! Your spending is controlled.
9,2025-11,45018,21054,W2,5930,,,Good job! Your spending is controlled.
9,2025-11,45018,21054,W3,6736,,,Good job! Your spending is controlled.
9,2025-11,45018,21054,W4,5938,,,Good job! Your spending is controlled.
9,2025-11,45018,21054,,,Food,5340,Good job! Your spending is controlled.
9,2025-11,45018,21054,,,Travel,7770,Good job! Your spending is controlled.
9,2025-11,45018,21054,,,Bills,2381,Good job! Your spending is controlled.
9,2025-11,45018,21054,,,Shopping,6582,Good job! Your spending is controlled.
9,2025-11,45018,21054,,,Entertainment,4002,Good job! Your spending is controlled.
9,2025-11,45018,21054,,,Misc,3824,Good job! Your spending is controlled.
10,2025-06,51173,20485,W1,4190,,,You're overspending on Food this month.
10,2025-06,51173,20485,W2,4090,,,You're overspending on Food this month.
10,2025-06,51173,20485,W3,4025,,,You're overspending on Food this month.
10,2025-06,51173,20485,W4,4862,,,You're overspending on Food this month.
10,2025-06,51173,20485,,,Food,1773,You're overspending on Food this month.
10,2025-06,51173,20485,,,Travel,4716,You're overspending on Food this month.
10,2025-06,51173,20485,,,Bills,7126,You're overspending on Food this month.
10,2025-06,51173,20485,,,Shopping,3300,You're overspending on Food this month.
10,2025-06,51173,20485,,,Entertainment,6024,You're overspending on Food this month.
10,2025-06,51173,20485,,,Misc,1946,You're overspending on Food this month.
10,2025-07,48239,25980,W1,5241,,,Travel costs increased by 12% this month.
10,2025-07,48239,25980,W2,6316,,,Travel costs increased by 12% this month.
10,2025-07,48239,25980,W3,4738,,,Travel costs increased by 12% this month.
10,2025-07,48239,25980,W4,5618,,,Travel costs increased by 12% this month.
10,2025-07,48239,25980,,,Food,3803,Travel costs increased by 12% this month.
10,2025-07,48239,25980,,,Travel,7202,Travel costs increased by 12% this month.
10,2025-07,48239,25980,,,Bills,2089,Travel costs increased by 12% this month.
10,2025-07,48239,25980,,,Shopping,7806,Travel costs increased by 12% this month.
10,2025-07,48239,25980,,,Entertainment,3640,Travel costs increased by 12% this month.
10,2025-07,48239,25980,,,Misc,4053,Travel costs increased by 12% this month.
10,2025-08,44103,24914,W1,5838,,,Bills are unusually high this month.
10,2025-08,44103,24914,W2,4611,,,Bills are unusually high this month.
10,2025-08,44103,24914,W3,4004,,,Bills are unusually high this month.
10,2025-08,44103,24914,W4,6779,,,Bills are unusually high this month.
10,2025-08,44103,24914,,,Food,6383,Bills are unusually high this month.
10,2025-08,44103,24914,,,Travel,3381,Bills are unusually high this month.
10,2025-08,44103,24914,,,Bills,1507,Bills are unusually high this month.
10,2025-08,44103,24914,,,Shopping,1453,Bills are unusually high this month.
10,2025-08,44103,24914,,,Entertainment,7889,Bills are unusually high this month.
10,2025-08,44103,24914,,,Misc,3499,Bills are unusually high this month.
10,2025-09,46458,23981,W1,4905,,,Entertainment spending increased 18%.
10,2025-09,46458,23981,W2,4550,,,Entertainment spending increased 18%.
10,2025-09,46458,23981,W3,4508,,,Entertainment spending increased 18%.
10,2025-09,46458,23981,W4,4866,,,Entertainment spending increased 18%.
10,2025-09,46458,23981,,,Food,7836,Entertainment spending increased 18%.
10,2025-09,46458,23981,,,Travel,4818,Entertainment spending increased 18%.
10,2025-09,46458,23981,,,Bills,5045,Entertainment spending increased 18%.
10,2025-09,46458,23981,,,Shopping,7395,Entertainment spending increased 18%.
10,2025-09,46458,23981,,,Entertainment,3896,Entertainment spending increased 18%.
10,2025-09,46458,23981,,,Misc,4247,Entertainment spending increased 18%.
10,2025-10,43621,20175,W1,4787,,,Travel spending is stable.
10,2025-10,43621,20175,W2,4829,,,Travel spending is stable.
10,2025-10,43621,20175,W3,5752,,,Travel spending is stable.
10,2025-10,43621,20175,W4,6084,,,Travel spending is stable.
10,2025-10,43621,20175,,,Food,1432,Travel spending is stable.
10,2025-10,43621,20175,,,Travel,7006,Travel spending is stable.
10,2025-10,43621,20175,,,Bills,5289,Travel spending is stable.
10,2025-10,43621,20175,,,Shopping,1196,Travel spending is stable.
10,2025-10,43621,20175,,,Entertainment,1597,Travel spending is stable.
10,2025-10,43621,20175,,,Misc,4114,Travel spending is stable.
10,2025-11,51154,23870,W1,4189,,,Good job! Your spending is controlled.
10,2025-11,51154,23870,W2,6093,,,Good job! Your spending is controlled.
10,2025-11,51154,23870,W3,4550,,,Good job! Your spending is controlled.
10,2025-11,51154,23870,W4,4620,,,Good job! Your spending is controlled.
10,2025-11,51154,23870,,,Food,6859,Good job! Your spending is controlled.
10,2025-11,51154,23870,,,Travel,6940,Good job! Your spending is controlled.
10,2025-11,51154,23870,,,Bills,2920,Good job! Your spending is controlled.
10,2025-11,51154,23870,,,Shopping,1268,Good job! Your spending is controlled.
10,2025-11,51154,23870,,,Entertainment,2574,Good job! Your spending is controlled.
10,2025-11,51154,23870,,,Misc,5379,Good job! Your spending is controlled.
11,2025-06,44827,21986,W1,4651,,,You're overspending on Food this month.
11,2025-06,44827,21986,W2,6155,,,You're overspending on Food this month.
11,2025-06,44827,21986,W3,4983,,,You're overspending on Food this month.
11,2025-06,44827,21986,W4,6790,,,You're overspending on Food this month.
11,2025-06,44827,21986,,,Food,4837,You're overspending on Food this month.
11,2025-06,44827,21986,,,Travel,4258,You're overspending on Food this month.
11,2025-06,44827,21986,,,Bills,3171,You're overspending on Food this month.
11,2025-06,44827,21986,,,Shopping,3183,You're overspending on Food this month.
11,2025-06,44827,21986,,,Entertainment,6838,You're overspending on Food this month.
11,2025-06,44827,21986,,,Misc,3497,You're overspending on Food this month.
11,2025-07,42848,20222,W1,6887,,,Travel costs increased by 12% this month.
11,2025-07,42848,20222,W2,5222,,,Travel costs increased by 12% this month.
11,2025-07,42848,20222,W3,5038,,,Travel costs increased by 12% this month.
11,2025-07,42848,20222,W4,4981,,,Travel costs increased by 12% this month.
11,2025-07,42848,20222,,,Food,6536,Travel costs increased by 12% this month.
11,2025-07,42848,20222,,,Travel,6042,Travel costs increased by 12% this month.
11,2025-07,42848,20222,,,Bills,6624,Travel costs increased by 12% this month.
11,2025-07,42848,20222,,,Shopping,2902,Travel costs increased by 12% this month.
11,2025-07,42848,20222,,,Entertainment,2701,Travel costs increased by 12% this month.
11,2025-07,42848,20222,,,Misc,4236,Travel costs increased by 12% this month.
11,2025-08,46924,18122,W1,6762,,,Bills are unusually high this month.
11,2025-08,46924,18122,W2,6003,,,Bills are unusually high this month.
11,2025-08,46924,18122,W3,5542,,,Bills are unusually high this month.
11,2025-08,46924,18122,W4,4460,,,Bills are unusually high this month.
11,2025-08,46924,18122,,,Food,4789,Bills are unusually high this month.
11,2025-08,46924,18122,,,Travel,7120,Bills are unusually high this month.
11,2025-08,46924,18122,,,Bills,2529,Bills are unusually high this month.
11,2025-08,46924,18122,,,Shopping,5650,Bills are unusually high this month.
11,2025-08,46924,18122,,,Entertainment,5827,Bills are unusually high this month.
11,2025-08,46924,18122,,,Misc,4429,Bills are unusually high this month.
11,2025-09,51639,20123,W1,5284,,,Entertainment spending increased 18%.
11,2025-09,51639,20123,W2,5958,,,Entertainment spending increased 18%.
11,2025-09,51639,20123,W3,4750,,,Entertainment spending increased 18%.
11,2025-09,51639,20123,W4,6532,,,Entertainment spending increased 18%.
11,2025-09,51639,20123,,,Food,3147,Entertainment spending increased 18%.
11,2025-09,51639,20123,,,Travel,7056,Entertainment spending increased 18%.
11,2025-09,51639,20123,,,Bills,2633,Entertainment spending increased 18%.
11,2025-09,51639,20123,,,Shopping,3554,Entertainment spending increased 18%.
11,2025-09,51639,20123,,,Entertainment,2679,Entertainment spending increased 18%.
11,2025-09,51639,20123,,,Misc,3545,Entertainment spending increased 18%.
11,2025-10,48455,18389,W1,6934,,,Travel spending is stable.
11,2025-10,48455,18389,W2,5547,,,Travel spending is stable.
11,2025-10,48455,18389,W3,4131,,,Travel spending is stable.
11,2025-10,48455,18389,W4,4831,,,Travel spending is stable.
11,2025-10,48455,18389,,,Food,4115,Travel spending is stable.
11,2025-10,48455,18389,,,Travel,1056,Travel spending is stable.
11,2025-10,48455,18389,,,Bills,7205,Travel spending is stable.
11,2025-10,48455,18389,,,Shopping,3008,Travel spending is stable.
11,2025-10,48455,18389,,,Entertainment,6065,Travel spending is stable.
11,2025-10,48455,18389,,,Misc,2721,Travel spending is stable.
11,2025-11,49728,20624,W1,6667,,,Good job! Your spending is controlled.
11,2025-11,49728,20624,W2,4249,,,Good job! Your spending is controlled.
11,2025-11,49728,20624,W3,6862,,,Good job! Your spending is controlled.
11,2025-11,49728,20624,W4,6340,,,Good job! Your spending is controlled.
11,2025-11,49728,20624,,,Food,2510,Good job! Your spending is controlled.
11,2025-11,49728,20624,,,Travel,7245,Good job! Your spending is controlled.
11,2025-11,49728,20624,,,Bills,4442,Good job! Your spending is controlled.
11,2025-11,49728,20624,,,Shopping,6327,Good job! Your spending is controlled.
11,2025-11,49728,20624,,,Entertainment,1992,Good job! Your spending is controlled.
11,2025-11,49728,20624,,,Misc,1116,Good job! Your spending is controlled.
12,2025-06,44762,25096,W1,5137,,,You're overspending on Food this month.
12,2025-06,44762,25096,W2,5567,,,You're overspending on Food this month.
12,2025-06,44762,25096,W3,6367,,,You're overspending on Food this month.
12,2025-06,44762,25096,W4,4863,,,You're overspending on Food this month.
12,2025-06,44762,25096,,,Food,7172,You're overspending on Food this month.
12,2025-06,44762,25096,,,Travel,7907,You're overspending on Food this month.
12,2025-06,44762,25096,,,Bills,2263,You're overspending on Food this month.
12,2025-06,44762,25096,,,Shopping,5288,You're overspending on Food this month.
12,2025-06,44762,25096,,,Entertainment,4554,You're overspending on Food this month.
12,2025-06,44762,25096,,,Misc,7422,You're overspending on Food this month.
12,2025-07,50650,18303,W1,4550,,,Travel costs increased by 12% this month.
12,2025-07,50650,18303,W2,5534,,,Travel costs increased by 12% this month.
12,2025-07,50650,18303,W3,5426,,,Travel costs increased by 12% this month.
12,2025-07,50650,18303,W4,5224,,,Travel costs increased by 12% this month.
12,2025-07,50650,18303,,,Food,4521,Travel costs increased by 12% this month.
12,2025-07,50650,18303,,,Travel,7243,Travel costs increased by 12% this month.
12,2025-07,50650,18303,,,Bills,7735,Travel costs increased by 12% this month.
12,2025-07,50650,18303,,,Shopping,1316,Travel costs increased by 12% this month.
12,2025-07,50650,18303,,,Entertainment,4798,Travel costs increased by 12% this month.
12,2025-07,50650,18303,,,Misc,3537,Travel costs increased by 12% this month.
12,2025-08,45753,21917,W1,6715,,,Bills are unusually high this month.
12,2025-08,45753,21917,W2,4155,,,Bills are unusually high this month.
12,2025-08,45753,21917,W3,6401,,,Bills are unusually high this month.
12,2025-08,45753,21917,W4,4672,,,Bills are unusually high this month.
12,2025-08,45753,21917,,,Food,5543,Bills are unusually high this month.
12,2025-08,45753,21917,,,Travel,5078,Bills are unusually high this month.
12,2025-08,45753,21917,,,Bills,5730,Bills are unusually high this month.
12,2025-08,45753,21917,,,Shopping,2906,Bills are unusually high this month.
12,2025-08,45753,21917,,,Entertainment,2588,Bills are unusually high this month.
12,2025-08,45753,21917,,,Misc,6502,Bills are unusually high this month.
12,2025-09,51254,23810,W1,6828,,,Entertainment spending increased 18%.
12,2025-09,51254,23810,W2,4555,,,Entertainment spending increased 18%.
12,2025-09,51254,23810,W3,6130,,,Entertainment spending increased 18%.
12,2025-09,51254,23810,W4,5404,,,Entertainment spending increased 18%.
12,2025-09,51254,23810,,,Food,1300,Entertainment spending increased 18%.
12,2025-09,51254,23810,,,Travel,5593,Entertainment spending increased 18%.
12,2025-09,51254,23810,,,Bills,7413,Entertainment spending increased 18%.
12,2025-09,51254,23810,,,Shopping,6866,Entertainment spending increased 18%.
12,2025-09,51254,23810,,,Entertainment,6295,Entertainment spending increased 18%.
12,2025-09,51254,23810,,,Misc,6650,Entertainment spending increased 18%.
12,2025-10,48064,24527,W1,5562,,,Travel spending is stable.
12,2025-10,48064,24527,W2,6325,,,Travel spending is stable.
12,2025-10,48064,24527,W3,5384,,,Travel spending is stable.
12,2025-10,48064,24527,W4,5402,,,Travel spending is stable.
12,2025-10,48064,24527,,,Food,4109,Travel spending is stable.
12,2025-10,48064,24527,,,Travel,7210,Travel spending is stable.
12,2025-10,48064,24527,,,Bills,5491,Travel spending is stable.
12,2025-10,48064,24527,,,Shopping,841,Travel spending is stable.
12,2025-10,48064,24527,,,Entertainment,958,Travel spending is stable.
12,2025-10,48064,24527,,,Misc,4386,Travel spending is stable.
12,2025-11,50636,18159,W1,4408,,,Good job! Your spending is controlled.
12,2025-11,50636,18159,W2,5116,,,Good job! Your spending is controlled.
12,2025-11,50636,18159,W3,4923,,,Good job! Your spending is controlled.
12,2025-11,50636,18159,W4,6136,,,Good job! Your spending is controlled.
12,2025-11,50636,18159,,,Food,2229,Good job! Your spending is controlled.
12,2025-11,50636,18159,,,Travel,4123,Good job! Your spending is controlled.
12,2025-11,50636,18159,,,Bills,859,Good job! Your spending is controlled.
12,2025-11,50636,18159,,,Shopping,7529,Good job! Your spending is controlled.
12,2025-11,50636,18159,,,Entertainment,3762,Good job! Your spending is controlled.
12,2025-11,50636,18159,,,Misc,3838,Good job! Your spending is controlled.
13,2025-06,42436,21726,W1,6982,,,You're overspending on Food this month.
13,2025-06,42436,21726,W2,4537,,,You're overspending on Food this month.
13,2025-06,42436,21726,W3,5830,,,You're overspending on Food this month.
13,2025-06,42436,21726,W4,5817,,,You're overspending on Food this month.
13,2025-06,42436,21726,,,Food,3871,You're overspending on Food this month.
13,2025-06,42436,21726,,,Travel,5934,You're overspending on Food this month.
13,2025-06,42436,21726,,,Bills,2475,You're overspending on Food this month.
13,2025-06,42436,21726,,,Shopping,2656,You're overspending on Food this month.
13,2025-06,42436,21726,,,Entertainment,1951,You're overspending on Food this month.
13,2025-06,42436,21726,,,Misc,7170,You're overspending on Food this month.
13,2025-07,51695,21630,W1,5645,,,Travel costs increased by 12% this month.
13,2025-07,51695,21630,W2,5913,,,Travel costs increased by 12% this month.
13,2025-07,51695,21630,W3,6771,,,Travel costs increased by 12% this month.
13,2025-07,51695,21630,W4,4941,,,Travel costs increased by 12% this month.
13,2025-07,51695,21630,,,Food,6704,Travel costs increased by 12% this month.
13,2025-07,51695,21630,,,Travel,3319,Travel costs increased by 12% this month.
13,2025-07,51695,21630,,,Bills,879,Travel costs increased by 12% this month.
13,2025-07,51695,21630,,,Shopping,5277,Travel costs increased by 12% this month.
13,2025-07,51695,21630,,,Entertainment,1661,Travel costs increased by 12% this month.
13,2025-07,51695,21630,,,Misc,7931,Travel costs increased by 12% this month.
13,2025-08,46101,24967,W1,6559,,,Bills are unusually high this month.
13,2025-08,46101,24967,W2,6887,,,Bills are unusually high this month.
13,2025-08,46101,24967,W3,4992,,,Bills are unusually high this month.
13,2025-08,46101,24967,W4,5119,,,Bills are unusually high this month.
13,2025-08,46101,24967,,,Food,1601,Bills are unusually high this month.
13,2025-08,46101,24967,,,Travel,2686,Bills are unusually high this month.
13,2025-08,46101,24967,,,Bills,3184,Bills are unusually high this month.
13,2025-08,46101,24967,,,Shopping,4295,Bills are unusually high this month.
13,2025-08,46101,24967,,,Entertainment,5148,Bills are unusually high this month.
13,2025-08,46101,24967,,,Misc,4463,Bills are unusually high this month.
13,2025-09,43194,18244,W1,5215,,,Entertainment spending increased 18%.
13,2025-09,43194,18244,W2,4622,,,Entertainment spending increased 18%.
13,2025-09,43194,18244,W3,4304,,,Entertainment spending increased 18%.
13,2025-09,43194,18244,W4,6648,,,Entertainment spending increased 18%.
13,2025-09,43194,18244,,,Food,1725,Entertainment spending increased 18%.
13,2025-09,43194,18244,,,Travel,5937,Entertainment spending increased 18%.
13,2025-09,43194,18244,,,Bills,1859,Entertainment spending increased 18%.
13,2025-09,43194,18244,,,Shopping,4759,Entertainment spending increased 18%.
13,2025-09,43194,18244,,,Entertainment,6514,Entertainment spending increased 18%.
13,2025-09,43194,18244,,,Misc,2632,Entertainment spending increased 18%.
13,2025-10,44415,20036,W1,5957,,,Travel spending is stable.
13,2025-10,44415,20036,W2,5384,,,Travel spending is stable.
13,2025-10,44415,20036,W3,4599,,,Travel spending is stable.
13,2025-10,44415,20036,W4,6000,,,Travel spending is stable.
13,2025-10,44415,20036,,,Food,6957,Travel spending is stable.
13,2025-10,44415,20036,,,Travel,3658,Travel spending is stable.
13,2025-10,44415,20036,,,Bills,1457,Travel spending is stable.
13,2025-10,44415,20036,,,Shopping,1815,Travel spending is stable.
13,2025-10,44415,20036,,,Entertainment,6191,Travel spending is stable.
13,2025-10,44415,20036,,,Misc,4247,Travel spending is stable.
13,2025-11,49119,22936,W1,5476,,,Good job! Your spending is controlled.
13,2025-11,49119,22936,W2,4419,,,Good job! Your spending is controlled.
13,2025-11,49119,22936,W3,6357,,,Good job! Your spending is controlled.
13,2025-11,49119,22936,W4,6272,,,Good job! Your spending is controlled.
13,2025-11,49119,22936,,,Food,5574,Good job! Your spending is controlled.
13,2025-11,49119,22936,,,Travel,2365,Good job! Your spending is controlled.
13,2025-11,49119,22936,,,Bills,2535,Good job! Your spending is controlled.
13,2025-11,49119,22936,,,Shopping,6953,Good job! Your spending is controlled.
13,2025-11,49119,22936,,,Entertainment,2221,Good job! Your spending is controlled.
13,2025-11,49119,22936,,,Misc,1358,Good job! Your spending is controlled.
14,2025-06,47468,20844,W1,6397,,,You're overspending on Food this month.
14,2025-06,47468,20844,W2,4232,,,You're overspending on Food this month.
14,2025-06,47468,20844,W3,6682,,,You're overspending on Food this month.
14,2025-06,47468,20844,W4,5376,,,You're overspending on Food this month.
14,2025-06,47468,20844,,,Food,5736,You're overspending on Food this month.
14,2025-06,47468,20844,,,Travel,4654,You're overspending on Food this month.
14,2025-06,47468,20844,,,Bills,866,You're overspending on Food this month.
14,2025-06,47468,20844,,,Shopping,1812,You're overspending on Food this month.
14,2025-06,47468,20844,,,Entertainment,1552,You're overspending on Food this month.
14,2025-06,47468,20844,,,Misc,940,You're overspending on Food this month.
14,2025-07,45104,22085,W1,6811,,,Travel costs increased by 12% this month.
14,2025-07,45104,22085,W2,4279,,,Travel costs increased by 12% this month.
14,2025-07,45104,22085,W3,5279,,,Travel costs increased by 12% this month.
14,2025-07,45104,22085,W4,5277,,,Travel costs increased by 12% this month.
14,2025-07,45104,22085,,,Food,7488,Travel costs increased by 12% this month.
14,2025-07,45104,22085,,,Travel,1847,Travel costs increased by 12% this month.
14,2025-07,45104,22085,,,Bills,7271,Travel costs increased by 12% this month.
14,2025-07,45104,22085,,,Shopping,4491,Travel costs increased by 12% this month.
14,2025-07,45104,22085,,,Entertainment,1340,Travel costs increased by 12% this month.
14,2025-07,45104,22085,,,Misc,7313,Travel costs increased by 12% this month.
14,2025-08,49787,24814,W1,6673,,,Bills are unusually high this month.
14,2025-08,49787,24814,W2,5613,,,Bills are unusually high this month.
14,2025-08,49787,24814,W3,6873,,,Bills are unusually high this month.
14,2025-08,49787,24814,W4,6276,,,Bills are unusually high this month.
14,2025-08,49787,24814,,,Food,6970,Bills are unusually high this month.
