date,description,amount,type,category
2025-06-09,gym membership,1201.97,0,health
2025-09-07,concert pass,2997.51,1,entertainment
2025-07-31,mcdonalds lunch,7460.3,1,food
2025-10-15,internet recharge,3780.84,0,bills
2025-08-14,dth recharge,7628.35,0,bills
2025-08-11,gym membership,9164.35,1,health
2025-10-19,flipkart order,446.33,0,shopping
2025-07-03,mobile bill,3714.47,1,bills
2025-10-24,gym membership,6522.26,0,health
2025-09-04,dth recharge,7725.13,1,bills
2025-07-19,stationery,4859.25,1,others
2025-10-15,donation,157.32,0,others
2025-08-15,dth recharge,4100.16,1,bills
2025-09-13,bus fare,182.56,1,travel
2025-06-17,cafe coffee,5542.33,0,food
2025-06-04,zomato delivery,1157.5,0,food
2025-10-27,amazon purchase,7925.92,1,shopping
2025-06-11,gym membership,5921.89,0,health
2025-07-13,fuel refill,7765.98,1,travel
2025-10-12,stationery,5841.6,0,others
2025-09-04,concert pass,7580.45,0,entertainment
2025-06-24,flight booking,7805.05,1,travel
2025-10-10,water bill,4988.28,1,bills
2025-09-04,pharmacy purchase,230.04,1,health
2025-06-27,amazon purchase,2511.34,0,shopping
2025-07-10,internet recharge,5073.7,1,bills
2025-07-08,train ticket,6497.19,0,travel
2025-08-31,pharmacy purchase,2475.1,0,health
2025-09-26,flipkart order,3496.34,0,shopping
2025-08-31,movie ticket,2713.7,1,entertainment
2025-07-21,dominos pizza,3151.3,1,food
2025-08-09,movie ticket,5285.59,0,entertainment
2025-07-10,amusement park,3301.77,1,entertainment
2025-08-19,uber ride,2523.57,1,travel
2025-10-22,netflix subscription,9144.76,1,entertainment
2025-10-28,dth recharge,1948.67,1,bills
2025-07-09,doctor visit,6048.87,1,health
2025-07-12,flipkart order,1682.34,1,shopping
2025-07-17,health checkup,6234.64,0,health
2025-06-07,swiggy order,2745.37,0,food
2025-06-08,fuel refill,3901.07,0,travel
2025-07-08,train ticket,398.21,1,travel
2025-10-21,amusement park,7998.79,0,entertainment
2025-06-11,uber ride,9632.84,1,travel
2025-07-11,restaurant dinner,3993.65,1,food
2025-07-03,electronics purchase,9473.26,1,shopping
2025-07-21,amazon purchase,2426.25,1,shopping
2025-08-28,mobile bill,5113.77,0,bills
2025-08-29,miscellaneous expense,4777.43,1,others
2025-06-28,gym membership,4502.02,0,health
2025-06-13,stationery,885.47,0,others
2025-07-08,spotify premium,1812.02,1,entertainment
2025-06-10,mobile bill,6588.91,1,bills
2025-07-05,stationery,2842.96,1,others
2025-09-05,miscellaneous expense,8449.14,1,others
2025-08-21,netflix subscription,5868.69,1,entertainment
2025-09-10,stationery,4703.6,0,others
2025-10-08,pharmacy purchase,9339.95,1,health
2025-06-28,electricity bill,5061.81,0,bills
2025-09-08,miscellaneous expense,7358.75,1,others
2025-07-14,protein supplements,6891.01,1,health
2025-06-22,concert pass,9616.01,1,entertainment
2025-06-30,concert pass,9718.01,0,entertainment
2025-07-14,electronics purchase,3390.25,0,shopping
2025-09-27,flight booking,9573.16,0,travel
2025-10-03,ola cab,5696.35,1,travel
2025-08-11,water bill,5709.19,0,bills
2025-06-30,doctor visit,2202.08,0,health
2025-10-28,flipkart order,1971.74,1,shopping
2025-08-23,pharmacy purchase,4269.52,1,health
2025-10-17,water bill,605.38,1,bills
2025-08-26,electricity bill,298.92,0,bills
2025-07-09,movie ticket,4785.67,1,entertainment
2025-08-03,miscellaneous expense,9382.98,0,others
2025-09-02,flight booking,1182.16,1,travel
2025-06-10,zomato delivery,1425.53,0,food
2025-08-13,movie ticket,2661.53,1,entertainment
2025-08-25,dth recharge,9649.11,0,bills
2025-09-08,ola cab,3675.95,1,travel
2025-07-04,gift purchase,8183.41,1,others
2025-10-25,stationery,7837.22,0,others
2025-10-27,gym membership,7500.21,1,health
2025-08-26,pharmacy purchase,5664.58,1,health
2025-10-26,stationery,6864.98,1,others
2025-07-10,amusement park,694.25,1,entertainment
2025-06-15,fuel refill,1872.56,1,travel
2025-08-24,mcdonalds lunch,6879.6,0,food
2025-08-27,electronics purchase,3889.72,0,shopping
2025-08-15,health checkup,3062.41,0,health
2025-06-11,spotify premium,361.1,1,entertainment
2025-10-07,flight booking,4838.49,0,travel
2025-09-08,train ticket,1237.28,0,travel
2025-10-23,doctor visit,8524.48,1,health
2025-06-21,zomato delivery,9694.63,1,food
2025-10-14,miscellaneous expense,6834.14,0,others
2025-06-19,concert pass,3090.39,0,entertainment
2025-09-05,myntra shopping,7356.01,1,shopping
2025-08-04,donation,9942.75,1,others
2025-08-23,movie ticket,9773.02,0,entertainment
2025-09-05,uber ride,4285.58,0,travel
2025-10-28,water bill,7690.16,0,bills
2025-07-24,gym membership,3044.72,1,health
2025-08-01,gift purchase,9935.36,1,others
2025-06-15,amazon purchase,7211.71,0,shopping
2025-08-17,electronics purchase,6796.02,1,shopping
2025-08-25,mobile bill,2664.26,1,bills
2025-06-18,doctor visit,7994.77,1,health
2025-10-19,gym membership,6531.75,0,health
2025-07-11,flight booking,8430.1,0,travel
2025-10-03,ola cab,2995.0,0,travel
2025-07-06,cafe coffee,2776.31,1,food
2025-09-12,internet recharge,6403.16,1,bills
2025-06-02,myntra shopping,3400.94,1,shopping
2025-10-26,cafe coffee,6935.6,0,food
2025-09-27,mobile bill,9071.84,1,bills
2025-07-13,mcdonalds lunch,6088.51,1,food
2025-07-03,electricity bill,5941.98,1,bills
2025-07-14,zomato delivery,5568.77,0,food
2025-09-19,bus fare,4769.77,1,travel
2025-09-04,flipkart order,1688.25,0,shopping
2025-10-27,protein supplements,5462.58,1,health
2025-07-15,mobile bill,8571.47,0,bills
2025-06-03,mobile bill,9404.45,1,bills
2025-09-06,dth recharge,9303.46,1,bills
2025-06-21,movie ticket,435.9,0,entertainment
2025-09-17,concert pass,7979.28,1,entertainment
2025-09-11,dominos pizza,237.48,1,food
2025-09-27,flight booking,2954.5,1,travel
2025-07-17,train ticket,9330.25,1,travel
2025-08-15,health checkup,6285.62,0,health
2025-08-16,restaurant dinner,4407.42,1,food
2025-10-04,doctor visit,648.24,0,health
2025-07-20,fuel refill,9075.8,1,travel
2025-08-17,stationery,3904.91,0,others
2025-07-28,internet recharge,4199.6,1,bills
2025-10-16,internet recharge,9844.81,0,bills
2025-10-10,amusement park,3145.06,1,entertainment
2025-07-21,electricity bill,5676.86,0,bills
2025-06-18,electricity bill,5346.24,1,bills
2025-08-26,pharmacy purchase,715.71,1,health
2025-06-07,amazon purchase,1167.71,0,shopping
2025-06-16,gift purchase,9984.87,0,others
2025-07-24,train ticket,4779.06,1,travel
2025-07-17,protein supplements,1575.8,1,health
2025-06-03,mcdonalds lunch,1240.68,0,food
2025-09-26,movie ticket,9006.58,0,entertainment
2025-06-05,flipkart order,7261.52,1,shopping
2025-10-05,donation,2243.99,0,others
2025-10-27,grocery store,9794.66,0,shopping
2025-06-08,swiggy order,1960.81,0,food
2025-07-06,fuel refill,8676.17,0,travel
2025-08-26,amazon purchase,913.11,1,shopping
2025-09-04,zomato delivery,6269.86,0,food
2025-08-30,miscellaneous expense,8762.57,1,others
2025-10-22,spotify premium,5516.31,1,entertainment
2025-09-22,swiggy order,172.18,1,food
2025-06-23,swiggy order,1329.2,0,food
2025-10-08,movie ticket,5441.63,0,entertainment
2025-09-13,spotify premium,7044.61,1,entertainment
2025-10-27,movie ticket,659.58,1,entertainment
2025-06-01,protein supplements,274.46,1,health
2025-09-25,pharmacy purchase,8934.54,0,health
2025-06-16,amusement park,3469.94,0,entertainment
2025-08-30,stationery,7391.81,1,others
2025-08-20,electricity bill,4030.31,1,bills
2025-06-16,flipkart order,1962.26,0,shopping
2025-08-20,donation,5172.43,1,others
2025-08-20,gym membership,4929.78,1,health
2025-07-21,miscellaneous expense,3790.19,1,others
2025-08-23,electricity bill,7365.46,0,bills
2025-06-06,internet recharge,4351.82,1,bills
2025-07-16,amazon purchase,1634.22,1,shopping
2025-09-29,donation,4879.08,0,others
2025-07-30,bus fare,5993.53,0,travel
2025-06-05,dominos pizza,8074.02,0,food
2025-08-28,movie ticket,1982.69,0,entertainment
2025-10-01,ola cab,4277.52,1,travel
2025-09-25,cafe coffee,5435.49,1,food
2025-09-12,stationery,965.86,1,others
2025-07-12,zomato delivery,1099.85,1,food
2025-09-10,doctor visit,1546.25,0,health
2025-07-21,donation,5740.81,0,others
2025-10-21,dth recharge,7867.32,1,bills
2025-06-15,restaurant dinner,7808.19,0,food
2025-08-12,bus fare,130.1,1,travel
2025-06-21,swiggy order,2235.78,1,food
2025-09-13,fuel refill,5227.82,1,travel
2025-09-12,concert pass,8824.77,1,entertainment
2025-09-03,mcdonalds lunch,5259.38,0,food
2025-09-05,ola cab,3985.59,1,travel
2025-10-15,donation,4837.89,0,others
2025-06-08,water bill,3343.26,1,bills
2025-07-15,swiggy order,4711.39,1,food
2025-10-04,water bill,6040.88,1,bills
2025-07-20,donation,5136.34,1,others
2025-06-22,mcdonalds lunch,3955.26,1,food
2025-07-02,netflix subscription,8934.22,1,entertainment
2025-08-09,mobile bill,9045.64,0,bills
2025-08-20,mobile bill,5389.44,0,bills
2025-09-15,ola cab,3856.1,1,travel
2025-10-01,concert pass,2160.41,0,entertainment
2025-07-19,fuel refill,8095.26,1,travel
2025-09-28,stationery,6735.36,0,others
2025-09-24,amusement park,430.06,0,entertainment
2025-10-06,train ticket,3291.52,1,travel
2025-06-20,uber ride,7378.79,0,travel
2025-06-22,train ticket,1530.44,1,travel
2025-09-20,zomato delivery,942.66,0,food
2025-09-27,uber ride,1844.61,0,travel
2025-09-19,donation,1042.56,0,others
2025-10-26,restaurant dinner,9531.42,0,food
2025-10-27,amazon purchase,6194.9,0,shopping
2025-09-02,bus fare,7131.01,0,travel
2025-10-24,myntra shopping,583.67,1,shopping
2025-08-28,internet recharge,3612.64,0,bills
2025-06-22,movie ticket,2852.81,0,entertainment
2025-08-07,train ticket,915.66,0,travel
2025-09-14,fuel refill,8987.9,0,travel
2025-07-22,amusement park,4519.2,1,entertainment
2025-09-11,ola cab,5472.9,0,travel
2025-07-28,donation,9084.83,1,others
2025-08-31,restaurant dinner,9349.14,0,food
2025-06-23,gym membership,9544.03,0,health
2025-08-08,spotify premium,8319.03,1,entertainment
2025-07-03,health checkup,404.61,1,health
2025-07-28,train ticket,2711.76,1,travel
2025-09-19,dth recharge,4355.0,0,bills
2025-07-31,electronics purchase,6789.91,0,shopping
2025-09-13,mcdonalds lunch,883.33,0,food
2025-09-16,cafe coffee,4126.15,1,food
2025-07-21,train ticket,6545.53,0,travel
2025-10-09,electronics purchase,6267.47,0,shopping
2025-09-14,grocery store,312.22,0,shopping
2025-06-21,mobile bill,4504.05,1,bills
2025-06-15,stationery,3851.35,0,others
2025-10-09,electricity bill,8349.3,0,bills
2025-08-01,ola cab,2798.25,1,travel
2025-09-25,water bill,1535.6,1,bills
2025-09-12,electricity bill,4849.27,0,bills
2025-07-07,mobile bill,1563.87,0,bills
2025-08-12,uber ride,9802.16,1,travel
2025-09-26,doctor visit,4715.7,0,health
2025-06-26,water bill,5742.65,0,bills
2025-08-17,dth recharge,3751.85,0,bills
2025-10-24,flight booking,6986.43,1,travel
2025-06-19,health checkup,4910.03,1,health
2025-08-01,water bill,8453.48,1,bills
2025-06-20,uber ride,6408.16,1,travel
2025-08-18,amazon purchase,1339.69,1,shopping
2025-07-03,cafe coffee,4836.53,0,food
2025-10-16,internet recharge,202.47,0,bills
2025-07-31,gym membership,3885.12,1,health
2025-06-27,flipkart order,112.28,0,shopping
2025-07-03,dth recharge,9552.88,0,bills
2025-06-26,pharmacy purchase,1355.14,0,health
2025-08-20,dominos pizza,3193.92,0,food
2025-07-11,concert pass,7512.17,0,entertainment
2025-09-04,grocery store,7277.0,1,shopping
2025-06-17,restaurant dinner,240.38,0,food
2025-07-23,flight booking,9729.55,1,travel
2025-09-18,bus fare,9161.81,0,travel
2025-07-26,doctor visit,2965.11,0,health
2025-09-01,netflix subscription,2993.19,0,entertainment
2025-06-15,gift purchase,4313.74,0,others
2025-09-20,bus fare,4849.47,1,travel
2025-06-05,electricity bill,2959.58,0,bills
2025-07-18,pharmacy purchase,5124.24,0,health
2025-06-28,donation,4381.88,0,others
2025-06-13,dominos pizza,5379.81,0,food
2025-07-10,mcdonalds lunch,5935.69,1,food
2025-08-30,spotify premium,7315.64,1,entertainment
2025-08-03,cafe coffee,8200.26,1,food
2025-10-22,myntra shopping,9937.05,1,shopping
2025-06-18,grocery store,2583.11,1,shopping
2025-09-17,doctor visit,3463.23,1,health
2025-06-02,mobile bill,9285.63,0,bills
2025-07-06,amusement park,4706.49,0,entertainment
2025-08-06,amusement park,3488.42,0,entertainment
2025-09-19,swiggy order,9416.47,0,food
2025-08-02,internet recharge,6734.87,0,bills
2025-06-29,stationery,1360.32,0,others
2025-09-18,movie ticket,8779.59,0,entertainment
2025-07-11,electricity bill,2285.24,0,bills
2025-10-27,train ticket,1042.67,1,travel
2025-06-07,movie ticket,6576.0,0,entertainment
2025-06-05,mcdonalds lunch,114.27,1,food
2025-06-14,electronics purchase,6972.86,0,shopping
2025-08-14,doctor visit,6371.49,1,health
2025-07-27,myntra shopping,9786.52,1,shopping
2025-06-15,electronics purchase,4111.36,1,shopping
2025-07-30,bus fare,7772.01,0,travel
2025-07-18,dth recharge,1339.57,0,bills
2025-06-24,gym membership,4377.42,0,health
2025-09-03,amusement park,3745.92,0,entertainment
2025-10-06,health checkup,3919.62,1,health
2025-09-21,concert pass,3535.72,0,entertainment
2025-07-01,gift purchase,8191.68,0,others
2025-06-23,dth recharge,4205.05,1,bills
2025-06-12,water bill,3618.13,1,bills
2025-06-07,zomato delivery,3127.52,0,food
2025-09-05,grocery store,6992.8,1,shopping
2025-10-21,myntra shopping,8178.77,0,shopping
2025-08-08,electronics purchase,5646.47,1,shopping
2025-06-13,dth recharge,949.44,0,bills
2025-08-27,electricity bill,2531.65,0,bills
2025-07-24,bus fare,4154.54,0,travel
2025-10-04,water bill,5232.53,0,bills
2025-10-20,restaurant dinner,6597.16,0,food
2025-10-08,fuel refill,4268.63,0,travel
2025-08-24,amazon purchase,8706.98,1,shopping
2025-10-02,zomato delivery,1171.32,1,food
2025-07-17,gym membership,5081.55,1,health
2025-10-26,uber ride,7740.0,0,travel
2025-09-06,zomato delivery,826.51,0,food
2025-06-01,gym membership,8880.19,1,health
2025-09-17,doctor visit,9926.56,0,health
2025-06-08,pharmacy purchase,5523.93,1,health
2025-08-29,doctor visit,3136.06,0,health
2025-07-20,cafe coffee,4940.22,0,food
2025-09-07,miscellaneous expense,510.2,0,others
2025-09-04,amusement park,7153.59,0,entertainment
2025-08-14,doctor visit,261.13,1,health
2025-09-29,concert pass,6443.08,1,entertainment
2025-06-06,pharmacy purchase,8579.01,0,health
2025-07-04,internet recharge,6985.99,0,bills
2025-09-17,concert pass,3316.26,0,entertainment
2025-09-15,ola cab,2265.94,1,travel
2025-07-11,amazon purchase,1665.62,0,shopping
2025-07-14,spotify premium,755.53,1,entertainment
2025-06-30,train ticket,6451.05,1,travel
2025-06-07,swiggy order,718.77,0,food
2025-07-26,fuel refill,7026.03,1,travel
2025-10-21,stationery,1002.34,1,others
2025-10-09,health checkup,2484.8,0,health
2025-06-30,flipkart order,6288.43,0,shopping
2025-08-28,doctor visit,2016.99,1,health
2025-09-21,gym membership,2084.34,0,health
2025-06-21,ola cab,5802.16,0,travel
2025-09-09,gift purchase,2321.19,1,others
2025-09-23,electricity bill,2403.17,1,bills
2025-09-06,bus fare,4386.28,1,travel
2025-08-10,mcdonalds lunch,4688.0,1,food
2025-10-05,swiggy order,5762.04,1,food
2025-08-10,gym membership,6648.94,0,health
2025-09-11,gift purchase,8543.65,1,others
2025-08-25,concert pass,4476.68,1,entertainment
2025-08-15,movie ticket,7151.7,1,entertainment
2025-06-27,doctor visit,6009.12,1,health
2025-10-23,uber ride,3973.23,1,travel
2025-08-03,doctor visit,4191.38,1,health
2025-06-07,concert pass,6289.92,1,entertainment
2025-09-02,doctor visit,808.12,0,health
2025-06-07,cafe coffee,2959.14,1,food
2025-08-12,stationery,8260.35,1,others
2025-08-18,swiggy order,1634.38,0,food
2025-06-18,spotify premium,3892.4,0,entertainment
2025-09-04,doctor visit,6915.86,0,health
2025-09-24,dth recharge,1599.96,1,bills
2025-08-24,mobile bill,4039.52,1,bills
2025-06-02,cafe coffee,2255.68,1,food
2025-06-06,miscellaneous expense,893.1,1,others
2025-06-19,doctor visit,9842.23,0,health
2025-09-23,pharmacy purchase,4301.92,1,health
2025-06-01,flight booking,4107.79,0,travel
2025-09-22,swiggy order,5293.63,1,food
2025-06-03,fuel refill,5370.45,0,travel
2025-08-28,cafe coffee,7345.55,0,food
2025-07-14,mcdonalds lunch,2196.96,0,food
2025-08-07,mobile bill,4666.32,0,bills
2025-09-04,concert pass,9760.93,0,entertainment
2025-07-25,water bill,8347.73,1,bills
2025-06-10,pharmacy purchase,2935.84,1,health
2025-09-14,fuel refill,2625.3,0,travel
2025-10-24,internet recharge,3658.57,0,bills
2025-08-30,uber ride,9606.75,1,travel
2025-09-02,dominos pizza,5652.66,0,food
2025-06-23,amazon purchase,9905.0,0,shopping
2025-07-02,restaurant dinner,3114.79,1,food
2025-09-26,train ticket,3516.07,1,travel
2025-06-17,swiggy order,5681.53,1,food
2025-10-15,mcdonalds lunch,1038.91,0,food
2025-06-29,stationery,479.56,0,others
2025-08-17,train ticket,3444.03,0,travel
2025-10-13,movie ticket,7767.69,1,entertainment
2025-07-26,gym membership,4652.94,0,health
2025-06-23,fuel refill,4977.62,1,travel
2025-06-05,dominos pizza,7962.22,1,food
2025-09-21,water bill,7787.15,1,bills
2025-10-08,protein supplements,8796.02,1,health
2025-10-10,movie ticket,1286.49,0,entertainment
2025-07-08,stationery,443.41,0,others
2025-09-01,ola cab,9554.16,1,travel
2025-09-07,train ticket,5273.32,0,travel
2025-09-10,water bill,2275.78,0,bills
2025-09-10,water bill,4011.74,1,bills
2025-08-03,uber ride,1162.69,0,travel
2025-10-21,netflix subscription,1036.12,0,entertainment
2025-10-21,concert pass,2899.45,1,entertainment
2025-08-29,stationery,7119.72,1,others
2025-09-21,doctor visit,159.25,1,health
2025-06-30,flight booking,9400.68,1,travel
2025-07-17,dominos pizza,2050.89,0,food
2025-06-21,internet recharge,814.31,1,bills
2025-09-11,dth recharge,2161.4,0,bills
2025-06-22,electricity bill,5691.4,1,bills
2025-07-23,water bill,5300.58,0,bills
2025-08-02,bus fare,3756.43,0,travel
2025-10-07,cafe coffee,1036.74,1,food
2025-07-15,stationery,5153.53,0,others
2025-10-13,electricity bill,4514.49,0,bills
2025-10-27,stationery,3704.45,0,others
2025-08-23,grocery store,5015.94,1,shopping
2025-10-26,internet recharge,9619.9,1,bills
2025-07-04,flipkart order,294.93,0,shopping
2025-08-24,myntra shopping,9200.33,1,shopping
2025-08-02,gym membership,8367.33,1,health
2025-08-10,dominos pizza,4284.0,1,food
2025-10-11,water bill,2419.84,0,bills
2025-08-09,ola cab,4421.87,0,travel
2025-07-27,zomato delivery,5831.38,1,food
2025-09-14,doctor visit,2837.88,1,health
2025-10-17,gym membership,326.87,0,health
2025-08-29,amusement park,2123.24,0,entertainment
2025-09-28,bus fare,3952.21,0,travel
2025-06-11,train ticket,310.41,0,travel
2025-10-01,netflix subscription,2526.43,0,entertainment
2025-08-27,mcdonalds lunch,2271.4,0,food
2025-10-25,uber ride,5844.54,1,travel
2025-09-10,restaurant dinner,9908.02,0,food
2025-08-26,train ticket,4535.08,0,travel
2025-07-18,dominos pizza,1757.03,1,food
2025-10-08,mcdonalds lunch,6425.5,1,food
2025-09-11,movie ticket,4241.14,1,entertainment
2025-06-19,flight booking,421.62,0,travel
2025-10-01,ola cab,6116.86,0,travel
2025-06-19,mobile bill,6832.47,0,bills
2025-06-27,mcdonalds lunch,7400.65,1,food
2025-10-07,zomato delivery,9012.79,0,food
2025-07-06,fuel refill,8621.77,0,travel
2025-08-14,internet recharge,3090.52,0,bills
2025-09-18,internet recharge,4004.15,1,bills
2025-07-18,fuel refill,5906.87,1,travel
2025-08-25,swiggy order,6039.58,1,food
2025-07-07,miscellaneous expense,5106.21,0,others
2025-10-02,movie ticket,2164.93,0,entertainment
2025-08-15,gift purchase,9860.44,1,others
2025-07-09,protein supplements,2425.27,0,health
2025-07-08,gym membership,3965.5,1,health
2025-07-05,restaurant dinner,6049.66,0,food
2025-06-29,donation,3545.27,0,others
2025-09-02,restaurant dinner,9865.22,0,food
2025-10-18,amusement park,3824.98,1,entertainment
2025-07-22,restaurant dinner,5164.36,1,food
2025-10-18,doctor visit,8577.79,0,health
2025-07-08,electricity bill,6336.99,1,bills
2025-07-18,doctor visit,7530.49,0,health
2025-10-26,netflix subscription,7334.92,0,entertainment
2025-10-01,fuel refill,6248.48,0,travel
2025-09-03,dominos pizza,877.71,1,food
2025-10-15,netflix subscription,6346.87,1,entertainment
2025-10-19,doctor visit,6231.09,1,health
2025-08-01,concert pass,249.22,0,entertainment
2025-06-22,stationery,5288.16,1,others
2025-08-21,dominos pizza,9297.34,1,food
2025-07-21,cafe coffee,9400.07,1,food
2025-08-21,flipkart order,2576.38,0,shopping
2025-09-08,flipkart order,7051.39,1,shopping
2025-06-06,electronics purchase,8122.42,1,shopping
2025-07-30,gym membership,2890.02,0,health
2025-09-17,spotify premium,583.67,1,entertainment
2025-06-06,mobile bill,7167.16,0,bills
2025-07-03,movie ticket,9781.62,0,entertainment
2025-09-19,cafe coffee,3157.07,0,food
2025-10-04,train ticket,5866.55,1,travel
2025-06-21,pharmacy purchase,5187.4,0,health
2025-08-26,swiggy order,5840.71,1,food
2025-10-07,movie ticket,6213.68,1,entertainment
2025-07-02,dominos pizza,3672.11,0,food
2025-06-25,ola cab,2547.38,0,travel
2025-10-03,gym membership,7810.16,0,health
2025-08-30,donation,7940.06,1,others
2025-08-23,protein supplements,3260.2,1,health
2025-10-09,amazon purchase,3565.12,0,shopping
2025-06-08,movie ticket,3767.71,0,entertainment
2025-07-31,movie ticket,4700.07,1,entertainment
2025-09-17,protein supplements,4209.73,0,health
2025-08-07,spotify premium,8896.36,1,entertainment
2025-09-04,donation,9886.12,0,others
2025-06-24,electronics purchase,93.34,0,shopping
2025-07-27,amusement park,4672.34,1,entertainment
2025-10-19,mobile bill,2567.73,1,bills
2025-08-06,uber ride,8645.92,0,travel
2025-08-15,movie ticket,8950.94,0,entertainment
2025-07-29,protein supplements,1025.5,0,health
2025-07-18,zomato delivery,6301.14,0,food
2025-06-24,amusement park,3168.01,1,entertainment
2025-06-30,donation,9939.27,0,others
2025-10-08,fuel refill,8555.73,0,travel
2025-08-18,miscellaneous expense,4036.74,0,others
2025-08-07,dth recharge,8757.61,0,bills
2025-08-21,miscellaneous expense,4188.26,0,others
2025-06-05,spotify premium,2942.03,1,entertainment
2025-09-16,doctor visit,4797.55,0,health
2025-07-19,bus fare,9723.91,1,travel
2025-10-14,electricity bill,6380.91,1,bills
2025-09-15,dth recharge,3455.1,0,bills
2025-10-03,movie ticket,3923.69,0,entertainment
2025-08-06,zomato delivery,3076.41,0,food
2025-10-16,dth recharge,6971.64,0,bills
2025-06-10,pharmacy purchase,6673.5,0,health
2025-06-25,doctor visit,5438.33,0,health
2025-09-13,fuel refill,1606.36,0,travel
2025-10-03,myntra shopping,4522.55,1,shopping
2025-09-17,protein supplements,1414.91,1,health
2025-10-03,gym membership,8025.01,1,health
2025-09-07,internet recharge,4508.33,1,bills
2025-10-15,donation,8529.91,1,others
2025-08-03,myntra shopping,4321.1,0,shopping
2025-09-22,amazon purchase,5137.68,1,shopping
2025-08-11,protein supplements,6572.57,0,health
2025-09-23,doctor visit,4223.23,1,health
2025-07-07,concert pass,4421.46,1,entertainment
2025-06-20,health checkup,7439.16,1,health
2025-06-27,mobile bill,386.51,0,bills
2025-08-10,bus fare,3649.16,1,travel
2025-08-07,concert pass,7690.12,1,entertainment
2025-07-19,ola cab,4614.51,1,travel
2025-10-01,protein supplements,3625.47,1,health
2025-09-10,water bill,4413.67,0,bills
2025-07-29,cafe coffee,3723.92,1,food
2025-08-14,water bill,189.33,1,bills
2025-09-12,electronics purchase,7811.68,1,shopping
2025-06-01,myntra shopping,1355.66,0,shopping
2025-09-26,zomato delivery,8102.82,0,food
2025-06-03,netflix subscription,9863.32,0,entertainment
2025-06-30,pharmacy purchase,4085.27,1,health
2025-09-23,amazon purchase,3201.05,1,shopping
2025-09-14,amusement park,6753.18,1,entertainment
2025-10-16,train ticket,7070.76,1,travel
2025-06-07,stationery,7906.45,1,others
2025-07-07,spotify premium,9338.09,1,entertainment
2025-07-28,spotify premium,4327.7,0,entertainment
2025-06-30,dth recharge,3673.78,0,bills
2025-06-13,donation,5621.55,0,others
2025-07-25,swiggy order,3626.24,0,food
2025-07-19,stationery,6783.38,1,others
2025-06-29,concert pass,1618.84,1,entertainment
2025-09-10,movie ticket,7184.06,1,entertainment
2025-10-12,amazon purchase,4985.2,1,shopping
2025-10-23,bus fare,8728.27,0,travel
2025-09-09,amusement park,2606.26,0,entertainment
2025-06-04,myntra shopping,4020.48,0,shopping
2025-06-20,gym membership,4542.87,1,health
2025-08-22,flight booking,2453.76,0,travel
2025-07-05,train ticket,1886.29,0,travel
2025-09-29,amusement park,9125.51,0,entertainment
2025-10-21,amusement park,8442.79,1,entertainment
2025-07-26,health checkup,6488.27,1,health
2025-09-01,mcdonalds lunch,7521.69,0,food
2025-06-25,ola cab,8407.16,1,travel
2025-06-13,flight booking,3492.41,1,travel
2025-08-11,miscellaneous expense,1920.55,0,others
2025-09-23,concert pass,3068.97,1,entertainment
2025-07-10,protein supplements,6970.79,1,health
2025-06-02,dth recharge,280.15,1,bills
2025-06-18,protein supplements,5112.19,0,health
2025-10-06,gift purchase,6484.79,0,others
2025-08-27,myntra shopping,1881.86,1,shopping
2025-09-05,bus fare,6673.99,0,travel
2025-10-16,myntra shopping,3762.62,1,shopping
2025-06-26,protein supplements,5128.16,1,health
2025-08-11,internet recharge,5757.37,0,bills
2025-10-01,protein supplements,9826.97,1,health
2025-08-25,mcdonalds lunch,4038.77,1,food
2025-08-13,health checkup,2426.46,0,health
2025-07-17,health checkup,6606.21,0,health
2025-07-21,grocery store,1311.59,0,shopping
2025-08-12,netflix subscription,9405.5,1,entertainment
2025-09-09,mobile bill,4627.0,0,bills
2025-10-04,donation,8395.91,1,others
2025-06-01,fuel refill,9419.09,1,travel
2025-06-23,netflix subscription,5896.27,1,entertainment
2025-09-22,flight booking,6236.9,0,travel
2025-06-08,amazon purchase,3493.52,0,shopping
2025-09-20,movie ticket,4793.47,0,entertainment
2025-10-03,train ticket,2094.04,1,travel
2025-07-18,gym membership,5940.14,0,health
2025-08-31,ola cab,8989.21,1,travel
2025-10-06,health checkup,5020.38,0,health
2025-07-14,miscellaneous expense,8458.49,0,others
2025-06-20,myntra shopping,1968.89,1,shopping
2025-07-30,restaurant dinner,7504.85,1,food
2025-06-05,miscellaneous expense,822.68,1,others
2025-08-27,spotify premium,9626.7,1,entertainment
2025-06-03,doctor visit,2212.49,0,health
2025-06-27,cafe coffee,9710.16,0,food
2025-10-10,flipkart order,547.38,0,shopping
2025-08-29,dominos pizza,9100.4,0,food
2025-10-11,uber ride,2197.71,1,travel
2025-09-17,doctor visit,5579.58,0,health
2025-10-09,amusement park,1603.4,0,entertainment
2025-06-06,amusement park,1018.44,1,entertainment
2025-07-23,dth recharge,5878.99,1,bills
2025-09-24,pharmacy purchase,505.0,1,health
2025-07-04,dth recharge,1990.96,0,bills
2025-07-17,electricity bill,7819.76,0,bills
2025-07-19,pharmacy purchase,8409.92,0,health
2025-08-05,donation,846.68,1,others
2025-08-17,dominos pizza,4723.81,1,food
2025-09-15,flight booking,8873.3,1,travel
2025-07-02,flight booking,6195.41,1,travel
